,asin,rating,title,title_len,vote,summary_len,category_count,review_count,verified_true_ratio,also_buy_count,also_view_count,brand,main_cat,price,rankElectronics,review_text_len,percentage_positive
2711,B007KFLVB0,4.2727272727272725,Eton FRX3 Hand Turbine NOAA AM/FM Weather Alert Radio with Smartphone Charger - Black (NFRX3WXB),15,73.25,4,11,11,0.8181818181818182,11,11,Eton,Home Audio & Theater,5.36,53311.0,202.63636363636363,0.7272727272727273
2712,B007KFLVTM,4.242753623188406,"The American Red Cross FRX3 Hand Crank NOAA AM / FM Weather Alert Radio with Smartphone Charger, ARCFRX3WXR",18,40.72727272727273,4,276,276,0.9057971014492754,276,276,Eton,Home Audio & Theater,5.36,17136.0,60.33695652173913,0.8297101449275363
2713,B007KFLVW4,4.116279069767442,"The American Red Cross FRX2 Emergency Weather Radio, ARCFRX2WXR",9,5.375,5,43,43,0.8604651162790697,43,43,Eton,Home Audio & Theater,2.0,18364.0,77.76744186046511,0.7674418604651163
2714,B007KPZ9Z4,4.4375,DELL LATITUDE D630 CORE 2 DUO 2.2GHz 120GB 2GB DVDRW 14&quot;WIDE XP PRO WI-FI,14,3.0,9,16,16,1.0,16,16,Dell,Computers,102.99,88296.0,55.5,0.875
2715,B007KZPM8I,4.6875,Wharfedale - Diamond 10.2 (Rosewood),5,8.181818181818182,2,16,16,0.6875,16,16,Wharfedale,Home Audio & Theater,11.03,34704.0,235.75,1.0
2716,B007L2OQLO,4.416666666666667,Factory Remanufactured Dish Network Joey Whole-Home DVR Client (Dish Network Certified),11,25.666666666666668,3,12,12,1.0,12,12,DISH,All Electronics,2.0,67149.0,39.083333333333336,0.9166666666666666
2717,B007L62WP2,4.666666666666667,StickMan Pushing Apple MacBook Decal Sticker,6,,4,6,6,0.8333333333333334,6,6,iDecals,Computers,6.68,254619.0,11.833333333333334,1.0
2718,B007L8Q75G,3.8152866242038215,"Pioneer VSX-522-K 400W 5-Channel A/V Receiver, iPod &amp; iPhone, Black (Discontinued by Manufacturer)",13,7.324324324324325,2,157,157,0.8089171974522293,157,157,Pioneer,Home Audio & Theater,15.02,152965.0,118.59235668789809,0.6560509554140127
2719,B007LQWSYC,4.3584905660377355,Kicker 11HS8 8&quot; 150W Hideaway Car Audio Powered Subwoofer Sub Enclosure HS8,12,5.170731707317073,2,106,106,0.9339622641509434,106,106,Kicker,Car Electronics,10.33,8099.0,93.85849056603773,0.7924528301886793
2720,B007LZ355E,3.75,Sescom SES-MKP-29 1-Channel Inline Balanced Audio Volume Control,8,,2,4,4,1.0,4,4,Sescom,Home Audio & Theater,2.0,230802.0,37.75,0.75
2721,B007M8SGJK,4.333333333333333,Memorex MA4221 FM Clock Radio for iPod and iPhone,9,,2,6,6,0.8333333333333334,6,6,Memorex,Home Audio & Theater,2.0,116246.0,46.5,0.6666666666666666
2722,B007NMSULE,4.666666666666667,"CyberPower ENVIROSENSOR Environmental Sensor, 12V, RJ45 Ethernet Port, 10FT Cable",10,4.0,2,9,9,0.8888888888888888,9,9,CyberPower,Home Audio & Theater,3.76,42722.0,34.44444444444444,1.0
2723,B007P5CT84,4.8,Toshiba Satellite A665-S6086 16.0&quot; Brand New LAPTOP REPLACEMENT LED LCD Screen WXGA HD Glossy 1366 x 768 ONLY- THIS IS A - NOT,23,,1,5,5,1.0,5,5,Toshiba,Computers,11.08,35243.0,12.4,1.0
2724,B007P9M660,3.5714285714285716,"Mini Size 5*5*5cm Tf Card Mp3 Speaker Portable Speaker-different Color Available, Silver",12,2.5,2,14,14,0.9285714285714286,14,14,Mini Speaker,Home Audio & Theater,18.99,398498.0,53.785714285714285,0.6428571428571429
2725,B007PBPYVC,4.384615384615385,Exxact Parts Solution Replacement Acer AS10D31 Aspire 5253 Series Li-Ion Battery AS10D71,12,,2,13,13,1.0,13,13,EXXACT PARTS,Computers,16.85,21002.0,18.307692307692307,0.8461538461538461
2726,B007PF80RS,4.0,Pwr USB-C Type Laptop Charger Power Adapter (90W Max): for MacBook Pro 13 15 Air Razer Blade Stealth Lenovo Yoga Google Chromebook Pixel Acer Samsung Asus Dell Microsoft Go Compatible Replacement,31,2.0,10,5,5,0.8,5,5,PWR+,Computers,24.47,19346.0,32.2,0.6
2727,B007PFMCCW,3.88,Pwr 170W 135W 120W Charger for Lenovo Legion Gaming Laptop: UL Listed Long 12 Ft Cord ThinkPad Power Adapter Y50 Y70 Y50-70 Y500 Y520 Y530 Y700 Y510p B40 T440p T540p Z570 Yoga 700 720,34,3.0,10,25,25,0.88,25,25,PWR+,Computers,54.99,24991.0,63.28,0.84
2728,B007PJEANW,4.538461538461538,elago PALMREST SKIN for 13-inch MacBook Pro (unibody) with Trackpad Protector (Not Retina Ver.),14,,3,13,13,1.0,13,13,elago,Computers,14.99,245730.0,55.46153846153846,1.0
2729,B007PJEIYI,4.083333333333333,elago PALMREST SKIN for 15 inch MacBook Pro (unibody) with Trackpad Protector (Not Retina Ver.),15,16.0,2,12,12,1.0,12,12,elago,Computers,14.99,305420.0,58.0,0.8333333333333334
2730,B007PKSAGO,3.1,FARO Low to High Impedance Adapter (Aviation Headset Converter) General Aviation (GA) and Military Headset Adapter,16,2.0,2,10,10,1.0,10,10,Faro Aviation,Home Audio & Theater,3.76,95332.0,31.9,0.6
2731,B007PODZQU,3.230769230769231,uxcell 20 Pcs Silver Plated Connector Audio Banana Speaker,9,2.5,4,26,26,1.0,26,26,uxcell,Home Audio & Theater,4.89,191284.0,24.384615384615383,0.6538461538461539
2732,B007PS3BQ0,4.857142857142857,PWR+ Charger for Lenovo 888014197 adlx45dlc2a adlx45dlc3a PA-1650-72 Laptop ThinkPad Yoga UL Listed 12 Ft Cord 65W 45W AC Power Adapter T440 T450 T460 T470 IdeaPad 11 13 14 15 260 500 Flex 3 Y40,35,,2,7,7,1.0,7,7,PWR+,Computers,17.99,29251.0,41.857142857142854,1.0
2733,B007PU5526,3.869565217391304,NAXA Electronics Portable MP3/CD Player with AM/FM Stereo Radio (Red),10,4.0,2,23,23,0.9565217391304348,23,23,Naxa Electronics,Home Audio & Theater,2.0,30838.0,24.782608695652176,0.6956521739130435
2734,B007PUC5AQ,3.9166666666666665,PWR+ 65W Laptop Charger Replacement Compatible with Samsung ATIV Book 2 4 5 7 9; Samsung Notebook 3 5 9 Pro 7 Spin - UL Listed Extra Long 12 Ft Power Cord,32,2.0,2,12,12,0.9166666666666666,12,12,PWR+,Home Audio & Theater,19.99,124186.0,41.916666666666664,0.75
2735,B007PV531S,4.166666666666667,ExpertPower 7.2v 2100mAh NiMh Two-way Radio Battery for Motorola NTN8923/AR NTN8294 NTN8294A NTN8294AR NTN8294B NTN8294BR XTS3000 XTS3500 XTS4250 XTS5000 XTS4250 MTP-200 MTP-300 Cosmo,23,,2,6,6,0.8333333333333334,6,6,ExpertPower,GPS & Navigation,24.25,29427.0,29.833333333333332,0.8333333333333334
2736,B007PVN7ZM,2.75,Kuzy 15-inch Screen Protector Flim for Apple MacBook Pro 15.4&quot; (Model: A1286) Glossy Display - Clear,16,2.6666666666666665,10,28,28,0.9642857142857143,28,28,Kuzy,Computers,12.99,38836.0,67.42857142857143,0.4642857142857143
2737,B007PYM5F2,3.7142857142857144,Towallmark Dual Front &amp; Rear Camera DVR Car Vehicle Dash Dashboard GPS Data Recorder 1.3M,15,34.0,3,21,21,0.8571428571428571,21,21,Towallmark,Car Electronics,3.57,87037.0,39.714285714285715,0.6666666666666666
2738,B007R4UZK2,5.0,Power Supply&amp;Cord for HP Mini 210 series,7,2.0,4,6,6,1.0,6,6,SIB,Computers,9.98,390353.0,41.166666666666664,1.0
2739,B007RL1S2O,4.6,Legrand - On-Q 36476502-V1 1000 Series In-Wall Speakers (Pair),9,2.0,3,5,5,1.0,5,5,Legrand-On-Q,Home Audio & Theater,5.07,201328.0,30.0,1.0
2740,B007RN9XQK,3.3636363636363638,New Laptop/Notebook Li-ION Battery for Acer Aspire 4551 4551-2615 4551G 4741 4741G 4771 4771G 5250 5251 5252 5253 5253G 5333 5336 5560G 5733 5736Z 5741 5741G 5741Z 5741ZG 5742 5742G 5742Z 5750 7741 7741G 7741Z 7741Z-5731,36,,2,11,11,1.0,11,11,Exxact Parts Solution,Computers,16.95,163060.0,30.727272727272727,0.8181818181818182
2741,B007SI91UW,4.583333333333333,"[10.80V,8800mAh,Li-ion],Replacement Laptop Battery for Toshiba Satellite series",7,2.0,7,12,12,0.9166666666666666,12,12,power198,Computers,38.99,226053.0,39.5,0.9166666666666666
2742,B007T1CRNG,4.0,"C2G 39904 6 Inch Ceiling Speaker (8 Ohm), White",9,2.0,2,5,5,1.0,5,5,C2G,Home Audio & Theater,2.0,150305.0,26.2,0.8
2743,B007T48ITK,4.625,15.6&quot; WXGA HD Laptop LCD Replacement Screen for Samsung LTN156AT17 / LTN156AT17-D LED Glossy (and compatible models),17,,2,8,8,1.0,8,8,Samsung,Computers,2.0,198343.0,24.875,1.0
2744,B007T7F3MM,4.666666666666667,Focal 165CA1 SG 2-Way 6.5-inch Coaxial Speaker Pair,8,2.5,2,9,9,0.6666666666666666,9,9,Focal,Car Electronics,8.67,46439.0,59.333333333333336,0.8888888888888888
2745,B007TSOZ0M,3.7837837837837838,LILLIPUT 7 Inch Sunhood/sunshade for 7 Inch Lcd Monitor 667gl 668gl 669g,12,6.0,5,37,37,0.972972972972973,37,37,Lilliput,Computers,13.99,178682.0,42.810810810810814,0.6216216216216216
2746,B007TWM34I,4.875,4&quot; x 6' SafCord Cord Cover-Blue,6,,2,8,8,1.0,8,8,Angel Guard Products,Home Audio & Theater,2.54,76084.0,31.25,1.0
2747,B007VJYW1Q,4.746835443037975,QVS 16&quot; 3-Prong OutletSaver Power Adapter with 90 Flat Plug Computer Surge Protector Black (PPRT-ADPT),15,8.5,4,79,79,0.9746835443037974,79,79,QVS,Home Audio & Theater,4.61,13126.0,20.31645569620253,0.9493670886075949
2748,B007WVA2PI,4.314814814814815,"Zoo-Tunes Portable Mini Character Speakers for MP3 Players, Tablets, Laptops etc.&nbsp;(Teddy Bear)",12,5.625,9,54,54,0.42592592592592593,54,54,Impecca,Home Audio & Theater,8.78,69242.0,123.4074074074074,0.8703703703703703
2749,B007WWORIU,4.560975609756097,PWR+ 65W 90W Charger for Hp-Pavilion Sleekbook 14 15 Battery Ac Adapter Laptop: Extra Long 12 Ft Power Supply Cord,20,2.625,2,41,41,1.0,41,41,PWR+,Computers,19.99,55241.0,39.09756097560975,0.9024390243902439
2750,B007X6MVZQ,3.944223107569721,Kuzy 13-inch PALMREST with Trackpad Sticker for Older MacBook Pro 13.3&quot; Model: A1278 Aluminum Unibody Skin Protector Cover Silver,19,3.857142857142857,15,251,251,0.9322709163346613,251,251,Kuzy,Computers,9.99,156218.0,47.45418326693227,0.7808764940239044
2751,B007XNG2MW,3.4166666666666665,"[10.80V, 4400mAh, Li-ion], Replacement Laptop Battery",6,6.0,2,24,24,1.0,24,24,Smart Power,Computers,16.99,58007.0,24.208333333333332,0.625
2752,B007XQNR2M,3.3636363636363638,4GB Wireless Bluetooth Mobile Cellphone Telephone Call Voice Audio Recorder Dictaphone Mp3,12,5.0,2,11,11,0.9090909090909091,11,11,tekit,All Electronics,4.5,235560.0,73.45454545454545,0.6363636363636364
2753,B007XZLPCC,4.085714285714285,"[10.80V, 4400mAh, Li-ion], Replacement Laptop Battery",6,,5,35,35,1.0,35,35,Smart Power,Computers,16.99,102334.0,19.62857142857143,0.8
2754,B007XZMWT2,3.7,"Replacement Laptop Battery for Toshiba Satellite L655 Series, L655, L655-11G, L655-128, L655-158, L655-16E",13,10.0,20,30,30,0.9,30,30,Smart Power,Computers,16.99,44313.0,34.56666666666667,0.7
2755,B007XZOD8K,4.090909090909091,"[10.80V, 4400mAh, Li-ion], Replacement Laptop Battery",6,,2,11,11,1.0,11,11,Smart Power,Computers,16.99,145990.0,11.090909090909092,0.6363636363636364
2756,B007Y2NMHU,4.0,"Elite Screens DIY Series, 94-inch 4:3, Do-It-Yourself Indoor &amp; Outdoor Projection Screen, Model: DIY94V",14,9.2,6,17,17,0.8235294117647058,17,17,Elite Screens,Home Audio & Theater,8.18,490791.0,74.11764705882354,0.7647058823529411
2757,B007Y4TU88,3.53125,RCA HP5043 Ampz On-Ear Headphones - Gray/Black,7,3.3333333333333335,7,32,32,0.03125,32,32,RCA,Home Audio & Theater,8.0,337557.0,156.40625,0.78125
2758,B007Y5PQQ2,4.636363636363637,"Canon EF 50mm f/1.8 II Camera Lens w/ 52mm Multicoated UV Protective Filter, and Lens Cap Keeper",17,3.4,8,22,22,0.9545454545454546,22,22,Canon,All Electronics,11.86,115090.0,44.72727272727273,0.9090909090909091
2759,B007Y5R8QI,5.0,"Canon EF 50mm f1.4 USM Standard &amp; Medium Telephoto Lens for Canon SLR Cameras w/ 58mm Multicoated UV Protective Filter, Deluxe Bag, Tri-fold Memory Card Wallet, USB 2.0 Card Reader",30,,6,5,5,1.0,5,5,Canon,All Electronics,26.0,182302.0,19.8,1.0
2760,B007Y6KR0Q,4.0,Sangean PR-D14 AM/FM-RDS Portable Receiver with USB-White,7,4.333333333333333,4,13,13,0.9230769230769231,13,13,Sangean,Home Audio & Theater,5.03,111682.0,108.15384615384616,0.6153846153846154
2761,B007Y6N5OQ,4.333333333333333,30cm U.fl/IPEX to RP-SMA Pigtail for Mini PCIe Wifi,9,,2,6,6,1.0,6,6,E-ITX,Computers,5.95,293884.0,39.0,0.8333333333333334
2762,B007YX7SFQ,3.5692307692307694,"10.80V, 4400mAh, Li-ion Replacement Laptop Battery for Toshiba Satellite",9,10.0,2,65,65,0.9692307692307692,65,65,PowerSmart,Computers,16.99,80281.0,25.353846153846153,0.6461538461538462
2763,B007YYST6M,3.1666666666666665,"[10.80V, 4400mAh, Li-ion], Replacement Laptop Battery for Toshiba Satellite U505 Series, U505-S2002, U505-S2005, U505-S2005PK, U505-S2005RD, U505-S2005WH, U505-S2006, U505-S2006PK, U505-S2006RD, U505-S2006WH, U505-S2008, U505-S2010, U505-S2012, U505-S2020, U505-S2925BN, U505-S2925P, U505-S2925W, U505-S2930, U505-S2935, U505-S2940, U505-S2950, U505-S2950PK, U505-S2950RD, U505-S2950WH, U505-S2960, U505-S2960PK, U505-S2960RD, U505-S2960WH, U505-S2961, U505-S2965, U505-S2965RD, U505-S2965WH, U505-S2970, U505-S2975, U505-S2980-T, U505-SP2916R, U505-SP2990A, U505-SP2990C, U505-SP2990R,",49,4.0,5,6,6,1.0,6,6,Smart Power,Computers,24.47,270723.0,28.666666666666668,0.5
2764,B007Z4VO4K,5.0,HD750/1 - JL Audio Monoblock 750 Watt HD Amplifier,9,3.5,2,5,5,1.0,5,5,JL Audio,Car Electronics,17.73,154736.0,33.0,1.0
2765,B007ZBIITM,4.7,MartinLogan Motion 40 Gloss Black Floorstanding Loudspeaker (Each),8,10.142857142857142,4,10,10,0.4,10,10,MartinLogan,Home Audio & Theater,24.85,227738.0,296.3,1.0
2766,B007ZCCRBG,4.372972972972973,Bose Wave Music System III,5,29.408163265306122,9,185,185,0.772972972972973,185,185,Bose,Home Audio & Theater,408.0,56853.0,95.82702702702703,0.8108108108108109
2767,B007ZFTSP6,3.717948717948718,Wave Connect Kit,3,12.307692307692308,2,39,39,0.6923076923076923,39,39,Bose,Home Audio & Theater,7.87,71128.0,70.64102564102564,0.6153846153846154
2768,B00805VUD8,4.421052631578948,Tupavco Ethernet Surge Protector PoE+ Gigabit 1000Mbs - RJ-45 LAN Network Thunder Lightning Surge Suppressor/Arrester Protection TP302.,17,5.7,2,38,38,0.8947368421052632,38,38,Tupavco,Computers,2.54,49207.0,56.6578947368421,0.7894736842105263
2769,B0080PKJ8U,4.8,Li-ION Notebook/Laptop Battery for Acer AS07B31 AS07B32 AS07B41 AS07B42 AS07B51 AS07B61 AS07B71,12,,1,5,5,1.0,5,5,Goodtime,Computers,17.99,98109.0,8.2,1.0
2770,B0080PKYDU,4.375,Li-ION Notebook/Laptop Battery for Gateway AS09A31 AS09A51 AS09A56 AS09A71 AS09A75 AS09A90 by Battery Mall,14,3.0,2,16,16,1.0,16,16,Battery Mall,Computers,19.99,116628.0,24.875,0.8125
2771,B0080PVO6G,4.0,Li-ION Notebook/Laptop Battery for Compaq Presario CQ40 CQ41 CQ45 CQ50 CQ50-139WM CQ60 CQ60-210US CQ60-211DX CQ60-215DX CQ60-224NR CQ60-615DX CQ60Z-200 CQ61 CQ61-313NR CQ61-420US CQ61Z CQ70 CQ71,24,3.0,2,15,15,1.0,15,15,Exxact Parts Solution,Computers,16.99,22978.0,15.666666666666666,0.7333333333333333
2772,B0080PW93I,4.2,Li-ION Notebook/Laptop Battery for HP G50 G60 G60-125NR G60-230 G60-230US G60-235DX G60-235WM G60-243CL G60-445DX G60-458DX G60-530US G60-535DX G60-635DX G60T G61 G70 G71 G71-339CA G71-340 G71-340US,25,3.0,11,5,5,1.0,5,5,EXXACT PARTS,Computers,16.97,24398.0,9.8,0.8
2773,B0080SIJD4,4.424242424242424,"Ceptics Portable Travel Power Strip Charger 3 Universal Outlet Input From 100v-240v Power Sockets, US Cord",16,3.0,2,33,33,0.9696969696969697,33,33,Ceptics,Home Audio & Theater,2.0,47576.0,59.21212121212121,0.9090909090909091
2774,B0081I1UJS,2.8260869565217392,Craig Electronics CS2301A Personal AM/FM Stereo Radio Cassette Player with Headphones,11,12.0,2,23,23,0.9130434782608695,23,23,Craig Electronics,Home Audio & Theater,2.0,10083.0,27.869565217391305,0.391304347826087
2775,B0081IKTN6,4.390410958904109,Sony ICF-F10 Two 2 Band FM/AM Portable Battery Transistor Radio,10,14.76056338028169,2,292,292,0.9623287671232876,292,292,Sony,Home Audio & Theater,2.0,14501.0,54.52739726027397,0.8801369863013698
2776,B0081IOKC2,4.458333333333333,Alpine SWS-12D4 12&quot; Dual-Voice-Coil 4-Ohm Subwoofer SWS12D4,7,4.3,2,24,24,0.75,24,24,Alpine,Car Electronics,7.43,32996.0,71.41666666666667,0.8333333333333334
2777,B0081NZJU4,4.3076923076923075,EDO Tech Ultra Compact 5V Car Charger Vehicle Adapter Power Cord for Sirius XM Radio PowerConnect Docking Station Onyx Ez Plus Stratus 7 8 Starmate 8 Edge Lynx Xpress,29,2.6,2,39,39,0.9743589743589743,39,39,EDOTech,Car Electronics,8.0,20005.0,32.35897435897436,0.7692307692307693
2778,B0081SDM8U,4.522842639593908,The Friendly Swede (TM) Bundle of 12 Long 15&quot; Detachable Elastic Tether Strings / Lanyards for Stylus Pens - Microfiber Cloth &amp; Retail Packaging,24,5.333333333333333,2,197,197,0.949238578680203,197,197,The Friendly Swede,Computers,9.99,42156.0,39.243654822335024,0.883248730964467
2779,B0081SRIFS,4.311111111111111,Pioneer TS-F1634R 6.5&quot; 200W 2-Way Speakers,6,3.2,8,45,45,0.9777777777777777,45,45,Pioneer,Car Electronics,18.31,1546.0,23.91111111111111,0.8666666666666667
2780,B0081UUYWA,4.24793388429752,Sceptre X408BV-FHD 39-Inch 1080p 60Hz LCD HDTV (Black),8,9.478260869565217,5,121,121,0.859504132231405,121,121,Sceptre,All Electronics,16.64,124020.0,104.09917355371901,0.8016528925619835
2781,B0082ZJNW6,4.644444444444445,4 Port DTV Distribution Amplifier - CDA4,7,8.4,14,90,90,0.9777777777777777,90,90,Antennas Direct,Home Audio & Theater,2.0,11254.0,49.51111111111111,0.8222222222222222
2782,B0083WX0MM,3.5833333333333335,8dB (10dBi) Sierra AT&amp;T Elevate 754S Hotspot External Antenna w/OEM SMK TS-9,12,5.0,4,12,12,1.0,12,12,AntennaGear,Computers,2.54,168020.0,27.333333333333332,0.5
2783,B0083X76B2,4.571428571428571,DreamLink HD FTA Satellite Receiver,5,9.0,2,7,7,1.0,7,7,Link Dream,All Electronics,8.11,311041.0,44.142857142857146,0.7142857142857143
2784,B0084DFL04,4.6875,"CyberPower CSP706T Professional Surge Protector + TEL Protection, 1650J/125V, 7 Outlets, 6ft Power Cord",14,3.0,5,16,16,1.0,16,16,CyberPower,Home Audio & Theater,2.0,73097.0,34.6875,0.9375
2785,B00852TZ56,4.333333333333333,Pioneer SC-67 9.2-Channel Network Ready AV Receiver (Discontinued by Manufacturer),10,14.533333333333333,7,42,42,0.7380952380952381,42,42,Pioneer,Home Audio & Theater,879.74,334626.0,225.97619047619048,0.7380952380952381
2786,B00855M0VO,4.3,20 Pack 2.1 X 5.5mm CCTV camera DC Power Female Jack Connector Plug for CCTV Camera,16,,8,10,10,0.9,10,10,nj365,Computers,7.99,169913.0,26.0,0.9
2787,B00858CZF2,2.8181818181818183,GPX D202B Compact Progressive Scan 2-Channel DVD Player with Remote Control (Black),12,2.0,4,11,11,0.7272727272727273,11,11,GPX,All Electronics,2.0,177589.0,62.0,0.5454545454545454
2788,B0085H18W4,4.087591240875913,Sangean WFR-28 Internet Radio / FM-RBDS / USB / Network Music Player Digital Receiver with Color Display,17,8.666666666666666,2,137,137,0.9197080291970803,137,137,Sangean,Home Audio & Theater,7.45,10855.0,152.3065693430657,0.7737226277372263
2789,B0085JLTO4,4.25,Pro-Ject Audio - Phono Box USB - MM/MC Phono preamp with line &amp; USB outputs - Blk,17,9.0,10,8,8,1.0,8,8,Pro-Ject,Home Audio & Theater,100.0,160138.0,47.75,0.875
2790,B00870D4B2,4.670588235294118,Monoprice 6 Outlet Slim Surge Protector Power Strip - White - 3ft Cord | UL Rated 540 Joules With Power/Circuit Breaker Switch,22,2.0,2,85,85,0.27058823529411763,85,85,Monoprice,Home Audio & Theater,9.06,41262.0,90.12941176470588,0.8941176470588236
2791,B00877IJNS,4.777777777777778,Kenwood RC-405 Car Audio Stereo Head Unit Remote Control,9,2.0,2,27,27,0.9629629629629629,27,27,Kenwood,Car Electronics,16.17,57932.0,18.703703703703702,0.8888888888888888
2792,B0087PW7HE,4.125,Rubber Duct Cable Cord Cover Black 5ft by WireRun,9,4.0,7,8,8,1.0,8,8,WireRun,Home Audio & Theater,2.54,100430.0,30.0,1.0
2793,B0087PXKP2,4.352941176470588,Desk Cable Organizer Tray 36&quot; by WireRun,7,6.0,4,17,17,1.0,17,17,WireRun,All Electronics,23.75,3706.0,45.705882352941174,0.7647058823529411
2794,B00881CT1Q,4.541436464088398,JBL GTO19T Premium 0.75-Inch Component Tweeter - Set of 2,10,4.015151515151516,2,181,181,0.9779005524861878,181,181,JBL,Car Electronics,6.04,21225.0,47.11602209944751,0.8895027624309392
2795,B008872SIO,4.3,"Audio-Technica AT-LP60BK Fully Automatic Belt-Drive Stereo Turntable, Black",8,24.88888888888889,2,130,130,0.9384615384615385,130,130,Audio-Technica,All Electronics,3.76,247.0,56.61538461538461,0.8153846153846154
2796,B0088B0C2Y,4.625,"Niles VCS50K Indoor Stereo Volume Control, 50 Watts",8,,3,8,8,1.0,8,8,Niles,Home Audio & Theater,2.0,46792.0,32.375,1.0
2797,B0088LEVI0,3.6666666666666665,Memorex 2702 Personal Cassette Player,5,5.0,2,9,9,0.8888888888888888,9,9,Memorex,Home Audio & Theater,2.0,139118.0,16.555555555555557,0.6666666666666666
2798,B0088YPRUI,4.428571428571429,"Panasonic RF-2400 AM / FM Radio, Silver/Grey",7,2.6666666666666665,4,14,14,0.8571428571428571,14,14,Panasonic,Home Audio & Theater,39.99,7928.0,42.5,0.7857142857142857
2799,B00894AQJO,4.2592592592592595,Netgear WPN824N N150 Wireless Router - Manufacturer Refurbished,8,5.857142857142857,7,27,27,0.8888888888888888,27,27,NETGEAR,Computers,3.79,229735.0,43.96296296296296,0.8518518518518519
2800,B008ABOJKS,4.187388193202147,ASUS Dual-band 3x3 AC1750 Wifi 4-port Gigabit Router with speeds up to 1750Mbps &amp; AiRadar to strengthens Wireless Connections via High-powered Amplification Beam-forming - 2x USB 2.0 Ports (RT-AC66U),29,15.949860724233984,2,2236,2236,0.9136851520572451,2236,2236,Asus,Computers,4.82,14077.0,113.49060822898032,0.7303220035778175
2801,B008AGSYAO,4.409090909090909,"Replacement Laptop Battery for HP ProBook 4530s, HP ProBook 4535s, [6 Cell, 10.80V,4400mAh,Li-ion],",13,,14,22,22,0.9545454545454546,22,22,Bay Valley Parts,Computers,18.96,28481.0,9.227272727272727,0.9545454545454546
2802,B008AKN6YO,4.142857142857143,TOP CASE - Palm Rest Cover Compatible with Apple MacBook Air 11&quot; with Trackpad Protector + Top Case Mouse Pad,20,3.0,11,21,21,0.9523809523809523,21,21,TOP CASE,Computers,7.99,83306.0,51.857142857142854,0.8571428571428571
2803,B008AZRZVY,4.16,"633805-001 Battery Replacement for HP Probook 4431s, Probook 4435s, Probook 4535s, Probook 4530s",13,4.666666666666667,5,25,25,1.0,25,25,Powerwarehouse,Computers,18.96,15954.0,23.44,0.8
2804,B008B2ZN2O,4.246153846153846,Sangean K-200 Multi-Function Upright AM/FM Digital Radio (Pink),8,12.625,5,65,65,0.9692307692307692,65,65,Sangean,Home Audio & Theater,3.76,274834.0,90.72307692307692,0.8153846153846154
2805,B008B8ERIO,3.7976190476190474,"Power Magic Pro BlackVue Vehicle Battery Discharge Prevention for Parking Mode for BlackVue DR500GW, DR550GW, DR650GW, DR650S",17,9.421052631578947,2,84,84,0.9166666666666666,84,84,Blackvue,Car Electronics,1.95,8974.0,62.88095238095238,0.6666666666666666
2806,B008BFJWTQ,3.375,Generic Android 4.0 Mini PC MK802 1GB,7,7.4,4,8,8,0.875,8,8,Generic,All Electronics,2.0,317584.0,226.625,0.625
2807,B008BGXZYI,4.4,"iHome ROBO Robot Rechargeable Speaker For Use With Smartphones, Tablets, MP3 Player, or Mac/PC",14,2.5,10,10,10,1.0,10,10,eKids,Home Audio & Theater,2.0,207138.0,24.9,1.0
2808,B008BW9MBM,4.4,TENMA 72-6627 DC POWER STRIP,5,4.0,1,5,5,0.8,5,5,Tenma,All Electronics,5.33,192389.0,84.2,0.8
2809,B008C4SXX2,4.75,AU Optronics B156XTN02 V.1 Laptop LCD Screen Replacement 15.6&quot; WXGA HD LED,12,,4,8,8,1.0,8,8,AU Optronics,Computers,2.0,150426.0,11.0,0.875
2810,B008C4SXYG,4.777777777777778,Asus X54C Laptop LCD Screen Replacement 15.6&quot; WXGA HD LED,10,,2,18,18,1.0,18,18,Asus,Computers,2.0,175459.0,20.22222222222222,1.0
2811,B008C4TDBI,4.935483870967742,For Dell INSPIRON N5110 Laptop LCD Screen Replacement 15.6&quot; WXGA HD LED,12,2.0,2,31,31,0.967741935483871,31,31,Generic,Computers,2.0,48250.0,21.35483870967742,0.967741935483871
2812,B008C4VAW8,4.857142857142857,HP 2000-329WM Laptop LCD Screen Replacement 15.6&quot; WXGA HD LED,10,2.6666666666666665,2,21,21,1.0,21,21,HP,All Electronics,2.0,64679.0,34.61904761904762,0.9523809523809523
2813,B008C4W9T6,4.888888888888889,Lenovo Ideapad V570 Laptop LCD Screen Replacement 15.6&quot; WXGA HD LED,11,,14,9,9,1.0,9,9,Lenovo,Computers,2.0,92430.0,21.88888888888889,1.0
2814,B008CIOC88,4.933333333333334,HP New 15.6&quot; Wxga LED Screen For Compaq Presario Cq57-339Wm,10,2.0,2,15,15,1.0,15,15,HP,Computers,2.0,120301.0,21.466666666666665,0.9333333333333333
2815,B008D4IHZU,4.666666666666667,"Dell Computer Windows 10 Home x64, Intel 2.4Ghz Core2 Duo, New 4GB Memory, Large 160GB Hard Drive, DVD-(Certified Reconditioned)",19,2.0,3,6,6,1.0,6,6,Dell,Computers,19.03,218799.0,39.0,0.8333333333333334
2816,B008FD5HBG,4.366925064599483,Sony ICFP26 Portable AM/FM Radio,5,16.903225806451612,2,387,387,0.9638242894056848,387,387,Sony,Home Audio & Theater,2.0,487.0,46.37467700258398,0.8320413436692506
