,title,Brand,title_lemm,textblob
64,"Short on Space? These Sound Bars Deliver Surround Sound From Small, Streamlined Units",polk audio,short space sound bar deliver surround sound small streamline unit,0.1375
65,IMAX Gives Thumbs Up To Range Of Sound United Home Theatre Speakers – channelnews,polk audio,imax give thumb range sound united home theatre speaker channelnews,0.4
66,Soundbar sale: The Polk Command Bar with Alexa is back down to $199,polk audio,soundbar sale polk command bar alexa back,0.0
67,Best soundbars and audio gear for the big game 2021,polk audio,best soundbars audio gear big game,0.19999999999999998
68,"Home Theater Audio Systems Market Overview 2021-2027 Samsung Electronics (South Korea), Sharp Corporation (Japan), Sonos (US)",polk audio,home theater audio system market overview samsung electronics south korea sharp corporation japan sonos u,-0.125
0,LKV Veros PWR+ power amplifier,pwr+,lkv veros pwr power amplifier,0.0
1,Top 10 Best Utility Trailer Wiring Conduits 2021 – Bestgamingpro,pwr+,top best utility trailer wiring conduit bestgamingpro,0.75
2,Top 10 Best of Booster Chargers 2020,pwr+,top best booster charger,0.75
3,The Best Laptop Stands for a More Comfortable Home Office,pwr+,best laptop stand comfortable home office,0.7
4,Top 10 Best of Cord Cables For Elements 2020 – Bestgamingpro,pwr+,top best cord cable element bestgamingpro,0.75
5,7 Top-Rated Tablet Stands,pwr+,top rat tablet stand,0.5
6,The Best USB-C Laptop and Tablet Chargers,pwr+,best usb c laptop tablet charger,1.0
7,Top 10 Best of Cell Power Adapter Ac Adapters 2021,pwr+,top best cell power adapter ac adapter,0.75
8,Top 10 Best Irulu Computers 2020,pwr+,top best irulu computer,0.75
9,Best laptop stands for Apple MacBook Pro and MacBook Air,pwr+,best laptop stand apple macbook pro macbook air,1.0
10,The best ergonomic accessories to work from your home office in comfort,pwr+,best ergonomic accessory work home office comfort,1.0
11,Top 10 Best Oral B Toothbrush Chargers 2020 – Bestgamingpro,pwr+,top best oral b toothbrush charger bestgamingpro,0.75
12,Top 10 Best of Accessory Power Alarm Clocks 2021 – Bestgamingpro,pwr+,top best accessory power alarm clock bestgamingpro,0.75
13,The 7 Best Lap Desks For Laptops,pwr+,best lap desk laptop,1.0
14,Best monitor stands for PC and Mac 2021,pwr+,best monitor stand pc mac,1.0
15,9 Top-Rated Laptop Desks on Amazon to Make Working from Home More Comfortable,pwr+,top rat laptop desk amazon make work home comfortable,0.45
16,"The Best Ergonomic Laptop Stands and Accessories, According to Chiropractors and Physical Therapists",pwr+,best ergonomic laptop stand accessory accord chiropractor physical therapist,0.5
17,Top 10 Best Cords For Dynexes 2020,pwr+,top best cord dynexes,0.75
18,Experts Say These Are The 36 Most Effective Home Fitness Products On Amazon Under $40,pwr+,expert say most effective home fitness product amazon,0.55
19,Top 10 Best Philips Flat Screens 2020,pwr+,top best philip flat screen,0.4916666666666667
20,13 Best Standing Desks and Sit Stand Desks in 2021 For WFH,pwr+,best stand desk sit stand desk wfh,1.0
21,Top 10 Best Inverter Coolers 2020,pwr+,top best inverter cooler,0.75
22,"Evaluating Prospects, Statistically",pwr+,evaluate prospect statistically,0.0
23,15 Gadgets to Turn Your House into a Cozy Office,pwr+,gadget turn house cozy office,-0.19999999999999998
24,5 best laptop lap desks for gaming [2021 Guide],pwr+,best laptop lap desk game guide,0.3
25,75 Legitimately Amazing Gifts You Won't Believe Are Under $40 On Amazon,pwr+,legitimately amaze gift believe amazon,0.0
26,The best Makita replacement battery,pwr+,best makita replacement battery,1.0
27,14 items everyone should have on their desk,pwr+,item everyone desk,0.0
28,50 Clever Products That Amazon Reviewers Swear They Can't Live Without,pwr+,clever product amazon reviewer swear live without,0.1515151515151515
29,100+ Coolest / Best Gadgets for Men | Cool New Toys in 2021[Updated Daily],pwr+,coolest best gadget men cool new toy update daily,0.3715909090909091
30,"The most common motherboard problems, and how to fix them",pwr+,most common motherboard problem fix,0.1
0,"Best FM, HD Radio & DAB Radios 2021",sangean,best fm hd radio dab radio,1.0
1,The Best Tabletop Radio,sangean,best tabletop radio,1.0
2,The Best Tabletop Radios for Listening to Music the Old-Fashioned Way,sangean,best tabletop radio listen music old fashion way,0.55
3,The Best Pocket Radios for Use on the Go,sangean,best pocket radio use go,1.0
4,The Best Shower Radio to Jump-Start Your Day,sangean,best shower radio jump start day,1.0
5,The best retro radio,sangean,best retro radio,1.0
6,The Best Emergency Weather Radio,sangean,best emergency weather radio,1.0
7,The 53 Best Gifts Under $100,sangean,best gift,1.0
8,Shortwave Radios Market Detailed Industry Report Analysis 2020-2027 – SoccerNurds,sangean,shortwave radio market detailed industry report analysis soccernurds,0.4
9,The Best Emergency Radios of 2021,sangean,best emergency radio,1.0
10,The Best Alarm Clocks,sangean,best alarm clock,1.0
11,5 best AM radios for long-distance reception,sangean,best radio long distance reception,0.475
12,Do you really even need an HD radio tuner?,sangean,really even need hd radio tuner,0.2
13,Today is World Radio Day: Seythalikkutty has a collection of 20 radios,sangean,today world radio day seythalikkutty collection radio,0.0
14,Sangean WFT-1D+ review: Sangean WFT-1D+,sangean,sangean wft review sangean wft,0.0
15,How to find a radio station that’s far from your usual choice,sangean,find radio station far usual choice,-0.075
16,Top 10 Best Am Fm Digital Clock Radios 2020 – Bestgamingpro,sangean,top best fm digital clock radio bestgamingpro,0.5
17,Top 10 Best Portable Hd Radios 2020 – Bestgamingpro,sangean,top best portable hd radio bestgamingpro,0.75
18,Best Portable Radios 2021 | AM/FM Radios,sangean,best portable radio fm radio,1.0
19,Your Next Tech Purchase Should Be a Radio,sangean,next tech purchase radio,0.0
20,Top 10 Best Portable Radio With Digital Tunings 2020 – Bestgamingpro,sangean,top best portable radio digital tuning bestgamingpro,0.5
21,Two arrested in gym trainer’s murder case,sangean,two arrest gym trainer murder case,-0.05
22,Cumulative world DAB sales reach 93 million | radioinfo,sangean,cumulative world dab sale reach million radioinfo,0.0
23,Bake Frozen Scones for added variety | Community | sent-trib.com,sangean,bake frozen scone add variety community sent trib com,0.0
24,Confirmations of 1700 (AM),sangean,confirmation,0.0
25,Top 10 Best Audiophile Radio With Alarm Clocks 2020 – Bestgamingpro,sangean,top best audiophile radio alarm clock bestgamingpro,0.75
26,Top 10 Best of Rca Fm Digital Radios 2021,sangean,top best rca fm digital radio,0.5
27,The FCC Prepares to Vote on All Digital AM.,sangean,fcc prepares vote digital,0.0
28,Top 10 Best Internet Radio Receivers 2020 – Bestgamingpro,sangean,top best internet radio receiver bestgamingpro,0.75
29,Jay Allen Tested All the AM Radios For You,sangean,jay allen test radio,0.0
30,Top 10 Best Compact Fm Radios 2020,sangean,top best compact fm radio,0.75
31,THE BEST DIVE CENTRES AND RESORTS IN THE WORLD,sangean,best dive centre resort world,1.0
32,Top 10 Best Shower Radio With Clocks 2020,sangean,top best shower radio clock,0.75
33,"Radio, what's new... someone still loves you",sangean,radio new someone still love,0.3181818181818182
34,Hands-On: The Benrus Type 1 Limited Edition,sangean,hand benrus type limited edition,-0.07142857142857142
35,"Everything You Need for Car Picnics, Drive-in Movies, and Trunk Camping",sangean,everything need car picnic drive movie trunk camp,0.0
36,Top 10 Best of Waterproof Small Bathrooms 2021,sangean,top best waterproof small bathroom,0.4166666666666667
37,On the Cover,sangean,cover,0.0
38,Top 10 Best Atomic Dual Alarm Clocks 2020 – Bestgamingpro,sangean,top best atomic dual alarm clock bestgamingpro,0.75
39,Duling's hanging up his call to play at BG church,sangean,duling hang call play bg church,0.0
40,Top 10 Best Am Fm Weather Radios 2020 – Bestgamingpro,sangean,top best fm weather radio bestgamingpro,0.75
41,10 Stylish Dorm Room Ideas You Can Buy on Amazon (for Cheap!),sangean,stylish dorm room idea buy amazon cheap,0.45
42,Ground-Breaking Digital Radio Module from Frontier Silicon,sangean,ground break digital radio module frontier silicon,0.0
43,Signal Map,sangean,signal map,0.0
44,Is the future for AM radio a switch to digital?,sangean,future radio switch digital,0.0
45,Top 10 Best Fm Radio Antennas 2020 – Bestgamingpro,sangean,top best fm radio antenna bestgamingpro,0.75
46,Building An Internet Radio Is Quick And Easy With The ESP32,sangean,building internet radio quick easy esp,0.3833333333333333
47,Holiday Gifts for Audiophiles: Top Producers Review the Hottest New Products,sangean,holiday gift audiophiles top producer review hottest new product,0.3181818181818182
48,Mays Landing toy and collectibles store to be featured in docuseries on Amazon Prime,sangean,may land toy collectible store feature docuseries amazon prime,-0.5
49,"A New Year, A New WMUK!",sangean,new year new wmuk,0.13636363636363635
50,Digital radio in your pocket,sangean,digital radio pocket,0.0
51,"How To Improve Your LPFM, Community & College Radio Reception",sangean,improve lpfm community college radio reception,0.0
52,Pictures of Mount Sangean Api's 12-mile-high ash cloud over Indonesian island,sangean,picture mount sangean api mile high ash cloud indonesian island,0.16
53,13 New-Age Gadgets That Look Straight Out of a Retro Era,sangean,new age gadget look straight retro era,0.16818181818181818
54,Top 10 Best Desk Radio For Desks 2020 – Bestgamingpro,sangean,top best desk radio desk bestgamingpro,0.75
55,13 Things on Amazon That Are $8.62 Cheaper Today,sangean,thing amazon cheaper today,0.0
56,Radio: KROQ HD2 returns with Freddy Snakeskin and more ’80s music,sangean,radio kroq hd return freddy snakeskin music,0.0
57,This Hot Water Bottle Could Change Your Life,sangean,hot water bottle could change life,0.25
58,RELATED 4 gadgets that wake you up better than your phone Wake up!,sangean,related gadget wake well phone wake,0.0
59,Should All AM Signals Go HD?,sangean,signal go hd,0.0
60,Wild-Caught,sangean,wild caught,0.1
61,"With Amazon Echo Deal, Apple Music Is At A Crossroads",sangean,amazon echo deal apple music crossroad,0.0
62,Xperi Corporation to Showcase Latest Technologies From Its Family of Brands at CES 2018,sangean,xperi corporation showcase late technology family brand ce,-0.3
63,Zenith Trans-Oceanic: Best Radio Ever?,sangean,zenith trans oceanic best radio ever,1.0
64,What New York Magazine Editors Will Be Gifting This Holiday Season,sangean,new york magazine editor gift holiday season,0.13636363636363635
65,"Gift ideas: Books, speakers and even radios",sangean,gift idea book speaker even radio,0.0
66,79 Urban Outfitters Gadgets You Had No Idea You Needed but Now Can't Live Without,sangean,urban outfitter gadget no idea need live without,0.06818181818181818
67,17 Products For People Who Love To Nap,sangean,product people love nap,0.5
68,Digital radio in the car: All you need to know,sangean,digital radio car need know,0.0
69,Special Ostadi owner Mohammad Ali Ansari dies | Society – Gulf News,sangean,special ostadi owner mohammad ali ansari dy society gulf news,0.35714285714285715
70,Whatever Happened to Radios?,sangean,whatever happen radio,0.0
71,Best Emergency Radio [2021],sangean,best emergency radio,1.0
72,iHeartRadio vs. Pandora and the future of radio,sangean,iheartradio v pandora future radio,0.0
73,"Shortwave Radio: Reaching Dissidents in China? Good theory, but… – MountainRunner.us",sangean,shortwave radio reach dissident china good theory mountainrunner u,0.7
74,Here be dragons: An Indonesian adventure,sangean,dragon indonesian adventure,0.0
75,NVIDIA Announces Q1 2018 Results,sangean,nvidia announces q result,0.0
76,Where Radio Went Wrong With HD,sangean,radio go wrong hd,-0.5
77,63 thoughts on “Downloading Satellite Images Via FM Radio”,sangean,thought download satellite image via fm radio,0.0
78,Radio Obsessive Profile #5: Herculodge's Jeff McMahon- The Man Who Loved Radios Too Much,sangean,radio obsessive profile herculodge jeff mcmahon man love radio much,0.35
79,Hybrid radios set for take-off,sangean,hybrid radio set take,0.0
80,Innovative Digital Radios: PURE Sensia KOGAN Deluxe and BUSH Walker (Review) - Rambling Thoughts,sangean,innovative digital radio pure sensia kogan deluxe bush walker review ramble thought,0.32857142857142857
81,Pandora vs Last.fm (comparison),sangean,pandora v last fm comparison,0.0
82,"Paint Protection Film Market 2021 Global Industry Size, Reviews, Segments, Revenue, and Forecast to 2027 – NeighborWebSJ",sangean,paint protection film market global industry size review segment revenue forecast neighborwebsj,0.0
0,Sony State of Play: when is the next PlayStation event and what to expect?,sony,sony state play next playstation event expect,0.0
1,Sony RA5000 speaker review: extravagant sound at an unreasonable price,sony,sony ra speaker review extravagant sound unreasonable price,0.4
2,Sony will unveil a new Xperia device on April 14th,sony,sony unveil new xperia device april th,0.13636363636363635
3,"Sony shuts down old web version of PS3, PSP, Vita store",sony,sony shuts old web version p psp vita store,0.1
4,"Microsoft closes $7.5 billion Bethesda acquisition, aiming to take on Sony with exclusive games",sony,microsoft close billion bethesda acquisition aim take sony exclusive game,-0.4
5,Sony headset for gaming guide - get one of the best for PS4 and PS5,sony,sony headset game guide get one best p p,0.3
6,Cyberpunk 2077's return to the PlayStation Store is in Sony's hands,sony,cyberpunk return playstation store sony hand,0.0
7,Sony Bravia Core: What you need to know about Sony’s new streaming service,sony,sony bravia core need know sony new stream service,0.13636363636363635
8,What's next for Sony?,sony,next sony,0.0
9,Xbox Game Pass Subscribers Get MLB The Show 21 on Day One,sony,xbox game pas subscriber get mlb show day one,-0.4
10,Sony PlayStation Pulse 3D Wireless Headset review,sony,sony playstation pulse wireless headset review,0.0
11,Platinum Equity's Deluxe Entertainment Acquires Sony Division,sony,platinum equity deluxe entertainment acquires sony division,0.6
12,Paul Simon sold his catalog to Sony for millions. He'll still end up a historical footnote to Dylan.,sony,paul simon sell catalog sony million still end historical footnote dylan,0.0
13,Deluxe Acquires Sony Electronics’ New Media Solutions Division,sony,deluxe acquires sony electronics new medium solution division,0.36818181818181817
14,Sigma I-Series Lenses vs Sony G Compact Primes: No Losers Here,sony,sigma series lens v sony g compact prime no loser,0.0
15,Sony Music acquires singer Paul Simon's song catalog,sony,sony music acquires singer paul simon song catalog,0.0
16,You can now pre-order Sony’s mind-bending new 360 Reality Audio speaker at Amazon,sony,pre order sony mind bending new reality audio speaker amazon,0.13636363636363635
17,"Sony Music is buying Som Livre, Brazil's biggest homegrown record label, for $255m",sony,sony music buying som livre brazil big homegrown record label,0.0
18,The Best Digital Cameras for Beginners Will Help You Shoot Like A Pro,sony,best digital camera beginner help shoot like pro,0.5
19,"Sony 2021 TV lineup: OLED, 8K and Google TV",sony,sony tv lineup oled k google tv,0.0
20,Sony offers peek at new virtual reality PS5 controller,sony,sony offer peek new virtual reality p controller,0.13636363636363635
21,"Wednesday's top deals: $56 mini massage gun, $78 Roku projector, $205 Sony WH-1000XM4",sony,wednesday top deal mini massage gun roku projector sony wh xm,0.5
22,"Sony Group Corp. ADR rises Thursday, still underperforms market",sony,sony group corp adr rise thursday still underperforms market,0.0
23,Sony Pushes Tom Holland-Fronted Uncharted Back a Week,sony,sony push tom holland front uncharted back week,0.0
24,History Calling Sony and Amazon: Da Vinci Was Gay!,sony,history call sony amazon da vinci gay,0.4166666666666667
25,Sony renews rights deal for international archery across the subcontinent,sony,sony renews right deal international archery across subcontinent,0.14285714285714285
26,"Sony Corp. ADR rises Wednesday, still underperforms market",sony,sony corp adr rise wednesday still underperforms market,0.0
27,Sony Delays ‘Resident Evil’ Release Date,sony,sony delay resident evil release date,-1.0
28,Sony Electronics Introduces Three New High-Performance G Lenses™ to its Full-Frame E-mount Lens Lineup,sony,sony electronics introduces three new high performance g lens full frame e mount lens lineup,0.21545454545454545
29,"Warner, Sony Win Appeal Against Radio Streaming App",sony,warner sony win appeal radio stream app,0.8
30,Sony sued over alleged Sony A7 III defect that makes camera 'unusable',sony,sony sue allege sony iii defect make camera unusable,0.0
31,Research: How to Get Better at Killing Bad Projects,sony,research get well kill bad project,-0.6999999999999998
32,Sony Music Acquires Influential Brazilian Label Som Livre,sony,sony music acquires influential brazilian label som livre,0.0
33,Sony Pushes Resident Evil: Welcome to Raccoon City Two Months,sony,sony push resident evil welcome raccoon city two month,-0.09999999999999998
34,PS5 Restock Updates May Not Measure Up To Sony CFO’s Ambitions,sony,p restock update may not measure sony cfo ambition,0.0
35,Sony’s PlayStation 5 is available at Best Buy [UPDATE: Sold Out],sony,sony playstation available best buy update sell,0.7
36,Sony’s PlayStation 5 restock: Available at Target [UPDATE: Sold Out],sony,sony playstation restock available target update sell,0.4
37,Sony Delays ‘Resident Evil’ Reboot To Thanksgiving,sony,sony delay resident evil reboot thanksgiving,-1.0
38,Paul Simon Sells Song Catalog to Sony Music Publishing,sony,paul simon sell song catalog sony music publishing,0.0
39,"Report: Sony to Close PS3, PS Vita, PSP Digital Stores Starting in July",sony,report sony close p p vita psp digital store start july,0.0
40,"Sony Announces an Online ""Sony Hall"" Anniversary Concert in New York",sony,sony announces online sony hall anniversary concert new york,0.13636363636363635
41,Paul Simon sells song catalogue to Sony,sony,paul simon sell song catalogue sony,0.0
42,Sony to Release Large Format CMOS Image Sensor with Global Shutter Function and Industry's Highest Effective Pixel Count of 127.68 Megapixels,sony,sony release large format cmos image sensor global shutter function industry high effective pixel count megapixels,0.24357142857142855
43,Sony A7R V to have 102MP sensor? Sony and Canon in 100MP arms race (report),sony,sony r v mp sensor sony canon mp arm race report,0.0
44,"Don't Worry, Your PlayStation Won't Disappear When Sony's Games Hit PC",sony,worry playstation disappear sony game hit pc,-0.4
45,Where to buy a PS5: What you need to know to get Sony's new gaming console,sony,buy p need know get sony new game console,-0.13181818181818183
46,"Sony's new 4K TVs with 'cognitive' CPUs are rolling out, VRR will follow later",sony,sony new k tv cognitive cpu roll vrr follow later,0.06818181818181818
47,"Next Sony Changes Resident Evil, Uncharted and Venom 2 Releases",sony,next sony change resident evil uncharted venom release,-0.5
48,RS Recommends: Sony’s Best Noise-Cancelling Headphones Are at Their Black Friday Price,sony,r recommends sony best noise cancel headphone black friday price,0.4166666666666667
49,Sony Adds FX3 to Cinema Line - The American Society of Cinematographers,sony,sony add fx cinema line american society cinematographer,0.0
50,Sony smartphones: a complete history of Xperia flagship phones ahead of Xperia 1 III,sony,sony smartphones complete history xperia flagship phone ahead xperia iii,0.1
51,"PS5 restock update: What's available at Best Buy, Target, GameStop, Walmart, StockX and more retailers",sony,p restock update available best buy target gamestop walmart stockx retailer,0.7
52,Sony World Photography awards 2021 open competition – in pictures,sony,sony world photography award open competition picture,0.0
53,Strategic Design Should Reflect a Post-Pandemic Workforce Culture,sony,strategic design reflect post pandemic workforce culture,0.0
54,Paul Simon Sells Rights To His Entire Song Catalog To Sony Music Publishing | Q104.3 | Ken Dashow,sony,paul simon sell right entire song catalog sony music publishing q ken dashow,0.14285714285714285
55,"PS5 restock: Best Buy, Walmart missed their drop times – when to look next",sony,p restock best buy walmart miss drop time look next,0.5
56,2021 Sony World Photography Professional Competition: Finalists and shortlist (Part Five),sony,sony world photography professional competition finalist shortlist part five,0.1
57,"Why Marvel Faced ‘Resistance’ From Sony When Casting Tom Holland As Spider-Man, According To The Russo Brothers",sony,marvel face resistance sony cast tom holland spider man accord russo brother,0.0
58,Cyberpunk 2077 debacle prompts shift by Sony,sony,cyberpunk debacle prompt shift sony,0.0
59,Sony introduces two new wireless speakers with 360 Reality Audio - comments,sony,sony introduces two new wireless speaker reality audio comment,0.13636363636363635
60,Sony seeding stable Android 11 to Xperia 5 II - GSMArena.com news,sony,sony seed stable android xperia ii gsmarena com news,0.0
61,Sony PS5 sold out online as pandemic chills real-world retailing,sony,sony p sell online pandemic chill real world retailing,0.2
62,"Sony raises outlook amid home entertainment boom, but struggles to build more PS5s",sony,sony raise outlook amid home entertainment boom struggle build p,0.0
63,Sony’s PlayStation Network experiencing an outage,sony,sony playstation network experience outage,0.0
64,The Major Advantage Canon and Nikon Have Over Sony When It Comes to Mirrorless Cameras,sony,major advantage canon nikon sony come mirrorless camera,0.0625
65,War of the Consoles: Sony PlayStation 5 vs Microsoft Xbox Series X,sony,war console sony playstation v microsoft xbox series x,0.0
66,Sony makes loads of great gear. Here are its hits and misses,sony,sony make load great gear hit miss,0.8
67,PlayStation 5: Sony announces price and November release date for next-gen console,sony,playstation sony announces price november release date next gen console,0.0
68,Sony outlaws Cyberpunk from PlayStation Store after bug backlash,sony,sony outlaw cyberpunk playstation store bug backlash,0.0
69,Sony doubles down on ESG goals amid coronavirus pandemic,sony,sony double esg goal amid coronavirus pandemic,0.0
70,Sony promises more PS5 stock for the holidays after ‘unprecedented’ demand,sony,sony promise p stock holiday unprecedented demand,0.6
71,"Sony shares are at a 19-year high. Analysts are bullish on PlayStation 5, say stock could rally 20%",sony,sony share year high analyst bullish playstation say stock could rally,0.16
72,Tech review: Sony Xperia 1 II is a smartphone for shutterbugs,sony,tech review sony xperia ii smartphone shutterbug,0.0
73,Sony hikes profit forecast after selling 4.5 million PS5 consoles in the holiday quarter,sony,sony hike profit forecast sell million p console holiday quarter,0.0
74,Sony reveals more details on its secretive Vision-S sedan,sony,sony reveals detail secretive vision sedan,0.0
75,Lawsuit filed against Sony’s PS5 DualSense for ‘controller drift’,sony,lawsuit file sony p dualsense controller drift,0.0
76,Is that artificial intelligence ethical? Sony to review all products,sony,artificial intelligence ethical sony review product,-0.19999999999999998
77,Sony TV 2021: every Master Series and Bravia OLED announced so far,sony,sony tv every master series bravia oled announce far,0.1
78,Sony’s PS5 and PS4 event: how to watch the first 2021 State of Play online,sony,sony p p event watch first state play online,0.25
79,"Canon's Market Share Spikes in Japan, Threatens to Overtake Sony",sony,canon market share spike japan threatens overtake sony,0.0
80,"Sony to shut a Malaysia factory, consolidate facilities",sony,sony shut malaysia factory consolidate facility,0.0
81,Sony to buy anime streaming service Crunchyroll for ¥120 billion,sony,sony buy anime stream service crunchyroll billion,0.0
82,Why the Sony A1 Actually Shows How Canon Is Winning the Mirrorless Game,sony,sony actually show canon win mirrorless game,0.13333333333333333
83,Sony warns it could move factories over Japanese energy policy,sony,sony warns could move factory japanese energy policy,0.0
84,Sony WH-1000XM4 review: A nearly flawless noise-canceling headphone,sony,sony wh xm review nearly flawless noise cancel headphone,1.0
85,Sony's 2021 TVs are here and we spoke to the man behind them,sony,sony tv spoke man behind,-0.4
86,Sony WF-SP800N review,sony,sony wf sp n review,0.0
87,3 Things You Should Know Before You Buy Sony Stock,sony,thing know buy sony stock,0.0
88,Sony seeing 'very considerable' PS5 demand ahead of launch,sony,sony see considerable p demand ahead launch,0.1
89,Japanese gamers hunger for PS5 as Sony feeds US market,sony,japanese gamers hunger p sony feed u market,0.0
90,Commentary: The new Xbox and Playstation are looking very different,sony,commentary new xbox playstation look different,0.06818181818181818
91,Tech review: Sony WH-1000XM4 offers best-in-class noise cancellation,sony,tech review sony wh xm offer best class noise cancellation,1.0
92,Sony Exhibits at CES 2021 - PRNewswire,sony,sony exhibit ce prnewswire,0.0
93,Sony's new PS5 game console won't be sold in stores on Nov. 12 release day,sony,sony new p game console sell store nov release day,-0.13181818181818183
94,Bandai Namco takes page from Sony to leverage intellectual property,sony,bandai namco take page sony leverage intellectual property,0.3
95,Apple TV Plus nabs Tom Hanks’ new movie from Sony during global pandemic,sony,apple tv plus nabs tom hank new movie sony global pandemic,0.06818181818181818
96,Sony sets out to conquer entertainment world with anime,sony,sony set conquer entertainment world anime,0.0
0,"Eaton Completes the Acquisition of Tripp Lite, Expanding Eaton's Power Quality Business in the Americas",tripp lite,eaton completes acquisition tripp lite expand eaton power quality business america,0.0
1,"Eaton (ETN) Buys Tripp Lite, Expands Power Quality Business",tripp lite,eaton etn buy tripp lite expands power quality business,0.0
2,AC Power No Longer Required for Video Presentations With Tripp Lite's New Products,tripp lite,ac power no longer require video presentation tripp lite new product,0.13636363636363635
3,"Global Lightning to USB Cable Market 2021 Future Industry – Aukey, Tripp Lite, Nikon, Digilent, Samsung Electronics, Xiling – SoccerNurds",tripp lite,global lightning usb cable market future industry aukey tripp lite nikon digilent samsung electronics xiling soccernurds,0.0
4,Digitization Drives Mergers,tripp lite,digitization drive merger,0.0
5,"Rotary Uninterruptible Power Supply Market – Major Technology Giants in Buzz Again | Schneider-Electric, Tripp Lite, Activepower, Eaton – The Bisouv Network",tripp lite,rotary uninterruptible power supply market major technology giant buzz schneider electric tripp lite activepower eaton bisouv network,0.03125
6,"DC to AC Inverters Market Detailed Industry Report Analysis 2020-2027| Tripp Lite, Santerno, Suzhou Universal-power and Others – SoccerNurds",tripp lite,dc ac inverter market detailed industry report analysis tripp lite santerno suzhou universal power others soccernurds,0.2
7,"Server Racks & Cabinets Market increasing demand with key players Eaton, Tripp Lite, Schneider Electric, BLACKBOX, APC, Middle Atlantic Products – The Bisouv Network",tripp lite,server rack cabinet market increase demand key player eaton tripp lite schneider electric blackbox apc middle atlantic product bisouv network,0.0
8,Eaton To Buy Tripp Lite For $1.65B In Blockbuster Power Play,tripp lite,eaton buy tripp lite b blockbuster power play,0.0
9,"LAN Network Adapters Market 2021 Trend, Share and Forecast to 2025 | Tripp Lite, TP-Link, Cisco etc",tripp lite,lan network adapter market trend share forecast tripp lite tp link cisco etc,0.0
10,Eaton to Acquire Power Protection Supplier Tripp Lite for $1.6B,tripp lite,eaton acquire power protection supplier tripp lite b,0.0
11,Eaton acquires Tripp Lite for $1.65B to expand edge computing business,tripp lite,eaton acquires tripp lite b expand edge compute business,0.0
12,"High-End And Secure Kvm Switches: Market – Recent Industry Developments and Growth Strategies Adopted by Top Players | TRIPP LITE, Vertiv Group Corp., ATEN INTERNATIONAL Co. Ltd., IOGEAR, Belkin International – The Bisouv Network",tripp lite,high end secure kvm switch market recent industry development growth strategy adopt top player tripp lite vertiv group corp aten international co ltd iogear belkin international bisouv network,0.17666666666666667
13,"Global Fiber Management Systems Market 2021 Top Key Player| Panduit,TE Connectivity,Tripp Lite,3M,Belden,Bud Industries,Molex,PHOENIX CONTAC – ROUGH Magazine",tripp lite,global fiber management system market top key player panduit te connectivity tripp lite belden bud industry molex phoenix contac rough magazine,0.1
14,Eaton to buy Tripp Lite for US$1.65B in blockbuster power play,tripp lite,eaton buy tripp lite u b blockbuster power play,0.0
15,"Uninterruptible Power System (UPS) Market worth $13760 million by 2026 and projected to rise at CAGR 4.7% from 2020 to 2030 – Exclusive Report by Zeal Insider | Schneider-Electric, Tripp Lite, Activepower, Eaton, Falcon Electric",tripp lite,uninterruptible power system ups market worth million project rise cagr exclusive report zeal insider schneider electric tripp lite activepower eaton falcon electric,0.3
16,Tripp Lite AVR900U UPS review: The wrong set of features,tripp lite,tripp lite avr u ups review wrong set feature,-0.5
17,"2021 Business Trends of Battery Backup Market | Top Players – LiftMaster, Tripp-Lite, APC – SoccerNurds",tripp lite,business trend battery backup market top player liftmaster tripp lite apc soccernurds,0.5
18,"Global Server Rack Market 2020 Major Players – Tripp Lite, Pentair, Eaton, APC – SoccerNurds",tripp lite,global server rack market major player tripp lite pentair eaton apc soccernurds,0.03125
19,"New Strategic Report on Multi-User KVM Switches Market Innovative Strategy by 2028 | Belkin, Tripp Lite, Hewlett Packard Enterprise, IOGEAR – The Bisouv Network",tripp lite,new strategic report multi user kvm switch market innovative strategy belkin tripp lite hewlett packard enterprise iogear bisouv network,0.3181818181818182
20,Eaton eyes Tripp Lite acquisition,tripp lite,eaton eye tripp lite acquisition,0.0
21,"Industrial Battery Energy Storage System Market 2021-2029 Industry Grow in Upcoming Years : EATON, Vertiv, Schneider-Electric, ABB, Toshiba, AMETEK, Tripp Lite",tripp lite,industrial battery energy storage system market industry grow upcoming year eaton vertiv schneider electric abb toshiba ametek tripp lite,0.0
22,"Global Network Rack Market 2020 Industry Synopsis – Tripp Lite, Pentair, Eaton, APC, Middle Atlantic Products, BLACKBOX, Crenl – FLA News",tripp lite,global network rack market industry synopsis tripp lite pentair eaton apc middle atlantic product blackbox crenl fla news,0.0
23,"Global Network Rack Market 2020 Major Players – Tripp Lite, Pentair, Eaton, APC – SoccerNurds",tripp lite,global network rack market major player tripp lite pentair eaton apc soccernurds,0.03125
24,"Exoskeleton Market Growing Demand 2021 to 2028 | APC, Cyber Power Systems, Eaton – The Bisouv Network",tripp lite,exoskeleton market grow demand apc cyber power system eaton bisouv network,0.0
25,"Global Server Cabinet Enclosures Market 2020 Major Players – Tripp Lite, Pentair, Eaton, APC – SoccerNurds",tripp lite,global server cabinet enclosure market major player tripp lite pentair eaton apc soccernurds,0.03125
